Customer_ID,Customer_name,Category_of_product,Product_name,Customer_city,Customer_state,Customer_country,Customer_region,Delivery_status,Order_date,Order_ID,Ship_date,Order_item_discount,Sales_per_order,Order_quantity,Profit_per_order,Unnamed: 16,Customer_segment,Shipping_type,Actual_shipping_delay,Profit_margin,Order_year,Order_month,Order_weekday,Returning_customer,Shipping_category
3470.0,Ronald Nguyen,Beauty,Perfume,Randychester,Georgia,USA,West,Delivered,2024-04-04,711801.0,2024-04-11,34.55,892.02,3.0,247.67,,Home Office,Standard Class,7,0.2776507253200601,2024,2024-04,Thursday,False,Moderate
7703.0,April Young,Electronics,Smartwatch,Laurenton,Florida,USA,East,Shipped,2024-07-19,567451.0,2024-07-24,23.84,422.41,1.0,131.09,,Consumer,Second Class,5,0.3103382969153192,2024,2024-07,Friday,False,Moderate
6430.0,Robert Bishop,Sports,Yoga Mat,Smithview,Florida,USA,East,In Transit,2024-07-17,193069.0,2024-07-20,8.03,456.82,1.0,189.89,,Consumer,Second Class,3,0.4156779475504575,2024,2024-07,Wednesday,False,Fast
5543.0,Brian Fernandez,Sports,Yoga Mat,North Brad,California,USA,South,Delivered,2024-03-28,685306.0,2024-03-30,48.15,1466.46,3.0,382.52,,Home Office,Standard Class,2,0.260845846460183,2024,2024-03,Thursday,False,Fast
4886.0,Christopher Cooper,Clothing,Jeans,Stephanietown,Ohio,USA,West,Delivered,2024-02-13,166494.0,2024-02-18,14.49,1165.5,3.0,297.03,,Consumer,Standard Class,5,0.25485199485199483,2024,2024-02,Tuesday,False,Moderate
3522.0,Andrew Smith,Beauty,Moisturizer,Jeremyburgh,New York,USA,West,Delivered,2025-01-18,330606.0,2025-01-22,28.27,1249.39,3.0,166.68,,Consumer,Standard Class,4,0.13340910364257758,2025,2025-01,Saturday,False,Moderate
8650.0,Natalie Wright,Home & Kitchen,Coffee Maker,Lake Kayla,New York,USA,East,Shipped,2024-04-07,541808.0,2024-04-09,31.23,1715.64,4.0,284.86,,Consumer,Second Class,2,0.16603716397379403,2024,2024-04,Sunday,False,Fast
3328.0,Christopher Nielsen,Sports,Basketball,Kevinhaven,California,USA,East,Shipped,2024-12-28,358625.0,2024-12-30,25.03,793.71,2.0,263.32,,Consumer,Second Class,2,0.33175845081956884,2024,2024-12,Saturday,False,Fast
3002.0,Julia Lewis,Home & Kitchen,Vacuum Cleaner,Jenniferville,California,USA,West,Delivered,2024-07-15,186490.0,2024-07-22,20.54,231.2,2.0,53.3,,Corporate,Second Class,7,0.2305363321799308,2024,2024-07,Monday,False,Moderate
5521.0,Mike Barr,Clothing,Sweater,Carlside,New York,USA,West,In Transit,2024-07-16,433068.0,2024-07-21,38.5,246.96,2.0,93.37,,Corporate,Second Class,5,0.3780774214447684,2024,2024-07,Tuesday,False,Moderate
2083.0,Jeremy Smith,Home & Kitchen,Coffee Maker,Phillipfurt,California,USA,East,Cancelled,2024-11-25,685975.0,2024-11-27,25.23,856.49,2.0,276.67,,Consumer,Second Class,2,0.323027706102815,2024,2024-11,Monday,False,Fast
8665.0,Matthew Roberts,Beauty,Moisturizer,Lloydmouth,California,USA,East,In Transit,2024-10-28,931062.0,2024-10-30,30.52,848.54,4.0,413.07,,Consumer,Second Class,2,0.4868008579442336,2024,2024-10,Monday,False,Fast
3999.0,Allison Vega,Sports,Football,Hillbury,New York,USA,West,In Transit,2024-04-02,713678.0,2024-04-04,31.56,896.89,2.0,289.27,,Consumer,Second Class,2,0.3225256162963128,2024,2024-04,Tuesday,False,Fast
4090.0,Eric Evans,Sports,Basketball,North Patrickborough,California,USA,South,Shipped,2024-09-03,142577.0,2024-09-07,1.31,952.46,2.0,398.22,,Consumer,Second Class,4,0.4180962980072654,2024,2024-09,Tuesday,False,Moderate
1445.0,Taylor Ramos,Sports,Tennis Racket,Julieville,California,USA,East,Delivered,2024-04-11,236430.0,2024-04-14,35.88,254.18,4.0,34.7,,Consumer,Second Class,3,0.13651742859390983,2024,2024-04,Thursday,False,Fast
5070.0,Stephen Kaufman,Clothing,T-Shirt,Richardfort,New York,USA,South,In Transit,2025-01-28,703973.0,2025-02-02,44.25,199.39,1.0,34.67,,Corporate,Second Class,5,0.17388033502181657,2025,2025-01,Tuesday,False,Moderate
2344.0,Kathleen Thomas,Electronics,Headphones,West Benjamin,Georgia,USA,East,Shipped,2024-06-11,230661.0,2024-06-12,49.83,894.66,3.0,109.86,,Corporate,Second Class,1,0.1227952518275099,2024,2024-06,Tuesday,False,Fast
4201.0,Courtney Mayo,Home & Kitchen,Microwave,Williamsborough,New York,USA,West,In Transit,2024-05-18,642788.0,2024-05-23,22.45,310.87,2.0,151.39,,Corporate,Second Class,5,0.4869881300865313,2024,2024-05,Saturday,False,Moderate
1363.0,Jennifer Campbell,Clothing,Shoes,East Alison,Ohio,USA,West,Cancelled,2024-11-26,253341.0,2024-12-05,24.53,47.32,1.0,9.57,,Consumer,Second Class,9,0.20224006762468302,2024,2024-11,Tuesday,False,Delayed
4570.0,James Cole,Electronics,Headphones,Lunaview,North Carolina,USA,West,In Transit,2024-10-10,764473.0,2024-10-13,36.72,444.11,1.0,187.83,,Corporate,Second Class,3,0.42293575915876697,2024,2024-10,Thursday,False,Fast
7364.0,Diane Nelson,Sports,Yoga Mat,Aprilland,Ohio,USA,West,Shipped,2024-11-18,827950.0,2024-11-19,30.19,79.56,2.0,29.57,,Consumer,Second Class,1,0.3716691804927099,2024,2024-11,Monday,False,Fast
2296.0,Kimberly Nguyen,Electronics,Smartwatch,Reidtown,Georgia,USA,South,Shipped,2024-08-08,669657.0,2024-08-17,45.51,1397.55,3.0,544.8,,Corporate,Second Class,9,0.38982505098207576,2024,2024-08,Thursday,False,Delayed
6072.0,Jill Morgan,Electronics,Smartphone,Parkerfurt,Florida,USA,West,Delivered,2024-04-13,572095.0,2024-04-16,17.97,167.34,3.0,57.68,,Corporate,Second Class,3,0.3446874626508904,2024,2024-04,Saturday,False,Fast
2697.0,Jessica Estrada,Sports,Football,Port Sherry,Texas,USA,South,Cancelled,2024-10-13,875585.0,2024-10-21,18.26,578.04,4.0,210.2,,Consumer,Second Class,8,0.3636426544875787,2024,2024-10,Sunday,False,Delayed
5093.0,Diane Monroe,Home & Kitchen,Blender,Greenchester,Georgia,USA,South,Shipped,2024-06-06,255418.0,2024-06-10,31.59,466.16,1.0,195.34,,Consumer,Second Class,4,0.41904067273039297,2024,2024-06,Thursday,False,Moderate
2592.0,Nancy Humphrey,Sports,Tennis Racket,Nicolechester,Texas,USA,South,Cancelled,2024-05-29,804756.0,2024-05-31,41.02,988.76,3.0,264.58,,Consumer,Standard Class,2,0.2675876855859865,2024,2024-05,Wednesday,False,Fast
6872.0,Michael Campbell,Beauty,Lipstick,West Jessicamouth,Florida,USA,North,In Transit,2024-04-17,647423.0,2024-04-25,16.79,1593.31,4.0,699.37,,Consumer,Second Class,8,0.43894157445820337,2024,2024-04,Wednesday,False,Delayed
4703.0,Mariah Patton,Home & Kitchen,Coffee Maker,Jakeside,North Carolina,USA,South,Delivered,2024-11-26,135358.0,2024-11-28,42.72,726.57,3.0,136.04,,Consumer,Second Class,2,0.18723591670451573,2024,2024-11,Tuesday,False,Fast
6258.0,Jeffrey Moore,Home & Kitchen,Toaster,Chadberg,Ohio,USA,North,Delivered,2025-01-15,125040.0,2025-01-22,31.11,410.32,1.0,198.86,,Corporate,Standard Class,7,0.4846461298498733,2025,2025-01,Wednesday,False,Moderate
1320.0,Anita Woods,Clothing,T-Shirt,West Lisatown,Florida,USA,West,In Transit,2024-10-30,655110.0,2024-11-07,6.77,800.95,2.0,320.04,,Home Office,Standard Class,8,0.3995755040888944,2024,2024-10,Wednesday,False,Delayed
7114.0,Susan Hart,Sports,Basketball,Port Bryanville,Illinois,USA,South,In Transit,2025-01-15,231311.0,2025-01-24,29.12,1286.94,4.0,254.58,,Consumer,Second Class,9,0.1978180800969742,2025,2025-01,Wednesday,False,Delayed
4597.0,Felicia Wallace,Sports,Tennis Racket,Thompsonhaven,Illinois,USA,North,In Transit,2024-09-21,734242.0,2024-09-27,28.4,203.78,1.0,100.02,,Consumer,Second Class,6,0.490823437039945,2024,2024-09,Saturday,False,Moderate
4527.0,Alyssa Owen,Sports,Yoga Mat,Jamesmouth,Ohio,USA,East,In Transit,2024-09-20,172463.0,2024-09-29,43.07,872.24,2.0,109.84,,Consumer,Second Class,9,0.1259286434926167,2024,2024-09,Friday,False,Delayed
7314.0,Jeremy Saunders,Home & Kitchen,Microwave,Lake Tylerland,Ohio,USA,North,Cancelled,2024-02-08,306574.0,2024-02-15,43.98,92.68,2.0,34.43,,Consumer,Second Class,7,0.37149331031506255,2024,2024-02,Thursday,False,Moderate
7865.0,Alyssa Tate,Clothing,T-Shirt,Davidport,Illinois,USA,West,In Transit,2024-11-08,156844.0,2024-11-16,30.41,982.83,2.0,387.27,,Consumer,Second Class,8,0.39403559109917274,2024,2024-11,Friday,False,Delayed
7129.0,Ryan Gomez,Clothing,T-Shirt,Donaldside,Georgia,USA,South,Cancelled,2024-05-02,519979.0,2024-05-11,42.37,262.96,2.0,91.0,,Consumer,Second Class,9,0.3460602372984485,2024,2024-05,Thursday,False,Delayed
9226.0,Judith Christian,Beauty,Lipstick,Melissaside,Texas,USA,South,Delivered,2024-07-13,913425.0,2024-07-18,45.27,1257.25,3.0,237.32,,Consumer,Second Class,5,0.18876118512626763,2024,2024-07,Saturday,False,Moderate
6385.0,Lisa Mcpherson,Home & Kitchen,Coffee Maker,Port Ronniechester,Texas,USA,South,Delivered,2024-04-08,792537.0,2024-04-17,23.95,399.43,2.0,158.67,,Consumer,Second Class,9,0.39724106852264474,2024,2024-04,Monday,False,Delayed
4800.0,Hannah Holt,Beauty,Perfume,West Tinafurt,Texas,USA,East,Cancelled,2024-10-19,119420.0,2024-10-25,25.3,451.77,1.0,99.26,,Consumer,Second Class,6,0.21971357106492242,2024,2024-10,Saturday,False,Moderate
4393.0,Michael Russell,Beauty,Perfume,South Cindymouth,California,USA,East,Delivered,2024-02-05,106811.0,2024-02-13,14.91,177.95,1.0,38.49,,Consumer,Second Class,8,0.2162967125597078,2024,2024-02,Monday,False,Delayed
2513.0,Mary Ramirez,Home & Kitchen,Vacuum Cleaner,Stewartmouth,North Carolina,USA,North,In Transit,2024-05-16,355388.0,2024-05-24,30.29,383.29,4.0,176.18,,Consumer,Second Class,8,0.459651960656422,2024,2024-05,Thursday,False,Delayed
4308.0,Matthew Mullen,Home & Kitchen,Blender,West Angelicatown,Texas,USA,South,Delivered,2025-01-13,138238.0,2025-01-19,31.07,1041.53,4.0,293.09,,Consumer,Second Class,6,0.28140332011559915,2025,2025-01,Monday,False,Moderate
8694.0,Mrs. Anne Herrera DDS,Beauty,Foundation,Port Tiffany,North Carolina,USA,West,Cancelled,2024-09-07,164861.0,2024-09-13,0.16,951.49,4.0,175.77,,Consumer,Second Class,6,0.18473131614625482,2024,2024-09,Saturday,False,Moderate
8044.0,Daniel Taylor,Home & Kitchen,Toaster,Port Hector,North Carolina,USA,South,Shipped,2024-03-16,254332.0,2024-03-18,3.91,440.35,1.0,64.99,,Corporate,Second Class,2,0.1475871465879414,2024,2024-03,Saturday,False,Fast
6175.0,Benjamin Carlson,Clothing,Jacket,Barryhaven,Ohio,USA,West,Cancelled,2024-06-21,433527.0,2024-06-24,30.88,977.06,3.0,238.78,,Consumer,Second Class,3,0.24438621988414225,2024,2024-06,Friday,False,Fast
3980.0,Jermaine Thompson,Electronics,Tablet,Rossmouth,Florida,USA,North,Delivered,2024-02-01,418509.0,2024-02-08,22.63,739.38,2.0,133.35,,Consumer,Second Class,7,0.1803538099488761,2024,2024-02,Thursday,False,Moderate
4812.0,Eric Stewart,Electronics,Smartphone,North Stephanieview,North Carolina,USA,East,Shipped,2024-09-06,692304.0,2024-09-10,49.59,720.7,4.0,113.37,,Consumer,Second Class,4,0.157305397530179,2024,2024-09,Friday,False,Moderate
8704.0,Jason Bell,Home & Kitchen,Blender,Wilsonside,North Carolina,USA,West,In Transit,2024-06-22,393268.0,2024-06-23,4.02,47.72,1.0,12.1,,Consumer,Second Class,1,0.25356244761106456,2024,2024-06,Saturday,False,Fast
5715.0,Brittany Colon,Sports,Football,Baldwintown,Georgia,USA,East,In Transit,2024-04-21,556079.0,2024-04-25,40.94,351.52,1.0,45.42,,Consumer,Second Class,4,0.12921028675466548,2024,2024-04,Sunday,False,Moderate
7904.0,William Foster,Beauty,Foundation,Port Joshuachester,Georgia,USA,North,Shipped,2024-05-28,931560.0,2024-06-03,42.59,793.77,3.0,279.97,,Consumer,Second Class,6,0.3527092230746942,2024,2024-05,Tuesday,False,Moderate
1224.0,Shelley Fuller,Home & Kitchen,Toaster,North Maria,Georgia,USA,South,In Transit,2025-01-01,207921.0,2025-01-02,49.76,793.46,2.0,390.91,,Consumer,Second Class,1,0.49266503667481665,2025,2025-01,Wednesday,False,Fast
2528.0,Kim Hall,Electronics,Headphones,South Courtneyside,Ohio,USA,South,Cancelled,2024-08-06,387451.0,2024-08-14,19.25,249.97,3.0,84.27,,Corporate,Second Class,8,0.33712045445453453,2024,2024-08,Tuesday,False,Delayed
9074.0,David Pena,Beauty,Moisturizer,Thomasmouth,North Carolina,USA,South,Cancelled,2024-08-18,862193.0,2024-08-25,39.9,738.59,3.0,290.94,,Corporate,Second Class,7,0.39391272559877605,2024,2024-08,Sunday,False,Moderate
4891.0,Nicole Roberts,Clothing,Jeans,Lake Emily,California,USA,South,Delivered,2024-02-07,871969.0,2024-02-14,38.92,628.82,3.0,234.61,,Corporate,Second Class,7,0.3730956394516714,2024,2024-02,Wednesday,False,Moderate
5911.0,Anthony Guerrero,Clothing,Sweater,Andersontown,North Carolina,USA,North,In Transit,2024-09-04,846432.0,2024-09-13,12.48,159.65,4.0,56.39,,Corporate,Second Class,9,0.3532101471969934,2024,2024-09,Wednesday,False,Delayed
9719.0,Ashley Wallace,Sports,Football,Jonesmouth,Texas,USA,South,Shipped,2024-06-12,641945.0,2024-06-21,8.92,675.15,4.0,134.04,,Corporate,Second Class,9,0.19853365918684737,2024,2024-06,Wednesday,False,Delayed
7321.0,Sarah Bowen,Beauty,Moisturizer,Port Kristyberg,North Carolina,USA,South,Shipped,2024-08-10,365645.0,2024-08-11,45.31,1078.2,3.0,131.41,,Consumer,Second Class,1,0.12187905768874048,2024,2024-08,Saturday,False,Fast
3671.0,Tammy Stevenson,Clothing,T-Shirt,Johnstad,New York,USA,North,Shipped,2024-04-27,762666.0,2024-05-05,5.81,588.23,4.0,226.99,,Consumer,Second Class,8,0.3858864729782568,2024,2024-04,Saturday,False,Delayed
9271.0,Sharon Dalton,Clothing,Jeans,Howellmouth,Texas,USA,West,Delivered,2024-05-08,469680.0,2024-05-17,46.18,78.79,1.0,30.29,,Corporate,Second Class,9,0.3844396497017388,2024,2024-05,Wednesday,False,Delayed
5404.0,Julie Gibson,Electronics,Headphones,Xavierfurt,Texas,USA,North,In Transit,2024-09-12,183562.0,2024-09-15,14.67,669.21,3.0,75.78,,Home Office,Second Class,3,0.11323799704128748,2024,2024-09,Thursday,False,Fast
4026.0,Aaron Butler,Home & Kitchen,Toaster,Hallchester,Texas,USA,West,Delivered,2024-11-27,772311.0,2024-11-30,32.4,28.09,1.0,8.99,,Home Office,Second Class,3,0.3200427198291207,2024,2024-11,Wednesday,False,Fast
3011.0,Julie Medina,Sports,Dumbbells,Lake Dana,California,USA,West,Cancelled,2024-08-18,848362.0,2024-08-20,11.04,1243.18,3.0,154.55,,Corporate,Second Class,2,0.12431828053861871,2024,2024-08,Sunday,False,Fast
7738.0,Matthew Whitehead,Electronics,Tablet,New Pamelaberg,Georgia,USA,South,In Transit,2024-12-08,106629.0,2024-12-12,9.5,328.77,1.0,86.01,,Home Office,Second Class,4,0.26161146089971715,2024,2024-12,Sunday,False,Moderate
1768.0,Andrea Wilkerson,Home & Kitchen,Coffee Maker,Barronland,North Carolina,USA,West,Cancelled,2024-04-09,167706.0,2024-04-17,42.98,307.82,1.0,88.43,,Home Office,Second Class,8,0.2872782795140017,2024,2024-04,Tuesday,False,Delayed
3873.0,Jacqueline Martin,Electronics,Tablet,Harrischester,New York,USA,North,Shipped,2024-04-11,699030.0,2024-04-15,32.72,607.06,4.0,192.0,,Home Office,Second Class,4,0.31627845682469613,2024,2024-04,Thursday,False,Moderate
5383.0,Autumn Sanchez,Sports,Football,Kathrynton,California,USA,East,Shipped,2025-01-16,669521.0,2025-01-24,37.01,1856.68,4.0,835.92,,Home Office,Second Class,8,0.4502229786500635,2025,2025-01,Thursday,False,Delayed
9006.0,Sarah Rodriguez,Beauty,Foundation,Melanieside,North Carolina,USA,North,Cancelled,2024-06-20,490554.0,2024-06-24,14.18,952.3,4.0,476.15,,Home Office,Second Class,4,0.5,2024,2024-06,Thursday,False,Moderate
7182.0,Stephanie Thomas,Beauty,Lipstick,North Bryanfort,Georgia,USA,East,In Transit,2024-09-20,463353.0,2024-09-23,24.57,339.82,4.0,87.44,,Consumer,Second Class,3,0.2573126949561533,2024,2024-09,Friday,False,Fast
4928.0,Kimberly Stewart,Sports,Tennis Racket,Ramirezside,Georgia,USA,East,Shipped,2024-11-22,688977.0,2024-11-27,34.75,369.16,1.0,48.43,,Consumer,Second Class,5,0.13118972803120596,2024,2024-11,Friday,False,Moderate
3682.0,Taylor Miranda,Beauty,Perfume,Lake Sandra,Florida,USA,West,In Transit,2024-05-21,599614.0,2024-05-27,34.27,1485.58,3.0,244.07,,Consumer,Second Class,6,0.16429273415097134,2024,2024-05,Tuesday,False,Moderate
4911.0,Steven Garza DDS,Sports,Basketball,Sherriborough,Texas,USA,East,Delivered,2024-09-16,431252.0,2024-09-20,7.86,78.29,3.0,23.07,,Consumer,Second Class,4,0.2946736492527781,2024,2024-09,Monday,False,Moderate
9913.0,John Hanson,Sports,Yoga Mat,Russellfurt,North Carolina,USA,East,In Transit,2024-07-12,488324.0,2024-07-14,23.97,463.88,3.0,149.34,,Consumer,Second Class,2,0.32193670776925065,2024,2024-07,Friday,False,Fast
8369.0,Elizabeth Myers,Clothing,Jacket,Tammyburgh,California,USA,East,Cancelled,2024-03-23,444253.0,2024-04-01,3.25,581.78,4.0,211.44,,Consumer,Second Class,9,0.36343635051050227,2024,2024-03,Saturday,False,Delayed
3311.0,Caitlin Evans,Beauty,Foundation,West William,California,USA,North,In Transit,2024-03-30,818525.0,2024-04-08,15.68,1393.77,3.0,191.78,,Consumer,Second Class,9,0.13759802549918568,2024,2024-03,Saturday,False,Delayed
8074.0,Dana Weaver,Sports,Yoga Mat,Underwoodshire,Ohio,USA,North,Delivered,2024-03-21,759667.0,2024-03-22,16.94,237.84,4.0,101.38,,Consumer,Second Class,1,0.4262529431550622,2024,2024-03,Thursday,False,Fast
3929.0,Erica Chen,Sports,Dumbbells,Pierceburgh,North Carolina,USA,West,Cancelled,2024-11-21,773302.0,2024-11-22,16.07,426.44,2.0,87.55,,Consumer,Second Class,1,0.2053043804521152,2024,2024-11,Thursday,False,Fast
6275.0,Todd Reid,Electronics,Laptop,North Jeffrey,California,USA,North,In Transit,2024-05-17,102277.0,2024-05-26,11.59,121.18,1.0,31.33,,Home Office,Same Day,9,0.2585410133685426,2024,2024-05,Friday,False,Delayed
1346.0,Kimberly Sanchez,Sports,Tennis Racket,West Christopher,Georgia,USA,South,Cancelled,2024-07-26,550245.0,2024-07-29,10.16,319.14,1.0,112.42,,Consumer,Same Day,3,0.3522591965908379,2024,2024-07,Friday,False,Fast
6339.0,Benjamin Ward,Beauty,Lipstick,Lake Paulview,North Carolina,USA,South,In Transit,2024-07-29,500697.0,2024-08-06,26.91,294.42,3.0,64.75,,Consumer,Same Day,8,0.21992391821207796,2024,2024-07,Monday,False,Delayed
4507.0,Mrs. Stacy Robertson,Beauty,Perfume,Greenville,Ohio,USA,South,Cancelled,2024-03-25,433742.0,2024-04-01,38.35,82.79,2.0,38.99,,Consumer,Same Day,7,0.4709505978982969,2024,2024-03,Monday,False,Moderate
3018.0,Joshua Parker,Sports,Tennis Racket,Brownborough,Ohio,USA,South,Shipped,2024-08-17,740405.0,2024-08-23,24.86,464.89,2.0,105.7,,Corporate,Same Day,6,0.22736561337090497,2024,2024-08,Saturday,False,Moderate
3613.0,Stephen Walker,Beauty,Perfume,Paulview,Illinois,USA,North,In Transit,2024-11-14,406643.0,2024-11-16,8.21,290.88,3.0,70.12,,Home Office,Same Day,2,0.2410616061606161,2024,2024-11,Thursday,False,Fast
6936.0,Sarah Moon,Clothing,Jacket,South Michaelberg,Illinois,USA,North,Delivered,2024-08-14,397754.0,2024-08-23,35.19,1278.27,4.0,157.64,,Home Office,Same Day,9,0.12332292864574776,2024,2024-08,Wednesday,False,Delayed
2952.0,Lisa Smith,Clothing,Sweater,Kirkhaven,Illinois,USA,East,Shipped,2024-03-29,657779.0,2024-04-03,9.52,248.2,1.0,107.24,,Consumer,Same Day,5,0.4320709105560032,2024,2024-03,Friday,False,Moderate
6024.0,Randy Parrish,Home & Kitchen,Blender,Petersfurt,North Carolina,USA,East,Delivered,2024-04-24,889538.0,2024-04-27,34.28,254.93,1.0,115.63,,Corporate,Same Day,3,0.45357549131134034,2024,2024-04,Wednesday,False,Fast
9400.0,Ryan Smith,Beauty,Lipstick,West Mariaburgh,Ohio,USA,West,Shipped,2024-11-22,827810.0,2024-11-28,43.86,1581.11,4.0,544.36,,Corporate,Same Day,6,0.34428977111016945,2024,2024-11,Friday,False,Moderate
3487.0,David Ross,Home & Kitchen,Vacuum Cleaner,East Seanfort,Illinois,USA,North,Shipped,2025-01-19,560055.0,2025-01-23,40.14,882.37,4.0,263.45,,Corporate,Same Day,4,0.2985708942960436,2025,2025-01,Sunday,False,Moderate
8934.0,Tiffany Scott,Clothing,T-Shirt,Nancyhaven,New York,USA,South,In Transit,2024-08-07,274167.0,2024-08-16,23.23,1103.47,4.0,430.65,,Corporate,Same Day,9,0.39026887908144303,2024,2024-08,Wednesday,False,Delayed
6217.0,James Ali,Sports,Dumbbells,Ronaldland,Illinois,USA,North,Delivered,2024-11-13,384892.0,2024-11-14,47.9,293.31,1.0,134.49,,Corporate,Same Day,1,0.458525109951928,2024,2024-11,Wednesday,False,Fast
7511.0,Janet Campos,Clothing,Sweater,Snyderfurt,North Carolina,USA,West,Delivered,2024-12-22,653593.0,2024-12-25,46.2,958.84,2.0,348.29,,Home Office,Same Day,3,0.36324099954111216,2024,2024-12,Sunday,False,Fast
7680.0,Jessica Colon,Beauty,Foundation,Larsonbury,Texas,USA,East,In Transit,2024-12-11,738174.0,2024-12-15,33.3,1339.33,3.0,497.75,,Consumer,Same Day,4,0.37164104440279844,2024,2024-12,Wednesday,False,Moderate
6574.0,Robin Khan,Sports,Football,Fuentesland,Georgia,USA,West,In Transit,2024-07-05,796115.0,2024-07-10,14.02,175.34,1.0,32.99,,Consumer,Same Day,5,0.18814873959165052,2024,2024-07,Friday,False,Moderate
5904.0,Seth Ellison,Home & Kitchen,Coffee Maker,West Seanfurt,New York,USA,North,In Transit,2024-11-16,782766.0,2024-11-24,11.54,1557.39,4.0,338.3,,Consumer,Same Day,8,0.2172224041505339,2024,2024-11,Saturday,False,Delayed
8920.0,Mariah Adams,Electronics,Laptop,West Michaelfurt,Georgia,USA,North,In Transit,2024-12-12,247962.0,2024-12-13,43.66,224.78,1.0,62.48,,Consumer,Same Day,1,0.27796067265770974,2024,2024-12,Thursday,False,Fast
7230.0,David Beck,Home & Kitchen,Coffee Maker,Robleston,North Carolina,USA,West,Delivered,2024-07-25,811665.0,2024-08-02,25.32,88.49,1.0,33.58,,Consumer,Same Day,8,0.3794779071081478,2024,2024-07,Thursday,False,Delayed
3982.0,Steven Saunders,Sports,Football,South Bobby,North Carolina,USA,South,In Transit,2024-07-30,559572.0,2024-08-06,26.41,176.57,1.0,85.68,,Consumer,Same Day,7,0.48524664439032683,2024,2024-07,Tuesday,False,Moderate
3960.0,Krystal Foster,Clothing,T-Shirt,Coffeymouth,Texas,USA,South,Cancelled,2024-11-22,519910.0,2024-11-23,5.63,803.73,3.0,356.55,,Consumer,Same Day,1,0.443619125825837,2024,2024-11,Friday,False,Fast
9829.0,Michael Johnson,Sports,Yoga Mat,Port Robert,Texas,USA,North,Cancelled,2024-09-20,812180.0,2024-09-28,49.35,1558.76,4.0,704.27,,Consumer,Same Day,8,0.4518142626190048,2024,2024-09,Friday,False,Delayed
6074.0,Kim Morris,Home & Kitchen,Vacuum Cleaner,Port Nicoleland,North Carolina,USA,South,Shipped,2024-04-01,715724.0,2024-04-06,40.62,648.97,3.0,297.63,,Consumer,Same Day,5,0.45861904248270335,2024,2024-04,Monday,False,Moderate
4016.0,Lisa Tran,Home & Kitchen,Microwave,Smithchester,California,USA,North,Shipped,2024-02-13,265234.0,2024-02-20,19.32,96.09,1.0,25.04,,Consumer,Same Day,7,0.26058903111666143,2024,2024-02,Tuesday,False,Moderate
